,timestamp,match_datetime,match_day,match_month,match_year,match_hour,match_minute,robot,method,league,g1_time,g1_score,g2_time,g2_score,g3_time,g3_score,win,type
0,1644588480.0,11/02/2022 10:08,11,2,2022,10,8,robô 1,:england:,ligas américa,7,1,10,0,13,0,1,bts
1,1644591840.0,11/02/2022 11:04,11,2,2022,11,4,robô 1,:england:,ligas américa,3,0,5,1,7,0,1,bts
2,1644592320.0,11/02/2022 11:12,11,2,2022,11,12,robô 1,:england:,ligas américa,11,1,13,0,15,0,1,bts
3,1644592560.0,11/02/2022 11:16,11,2,2022,11,16,robô 1,:england:,ligas américa,15,1,17,0,19,0,1,bts
4,1644598140.0,11/02/2022 12:49,11,2,2022,12,49,robô 1,:england:,ligas américa,49,1,52,0,55,0,1,over
5,1644599040.0,11/02/2022 13:04,11,2,2022,13,4,robô 1,:england:,ligas américa,4,1,7,0,10,0,1,bts
6,1644600120.0,11/02/2022 13:22,11,2,2022,13,22,robô 1,:england:,ligas américa,22,1,25,0,28,0,1,bts
7,1644600840.0,11/02/2022 13:34,11,2,2022,13,34,robô 1,:england:,ligas américa,34,1,37,0,40,0,1,over
8,1644605880.0,11/02/2022 14:58,11,2,2022,14,58,robô 1,:england:,ligas américa,58,1,1,0,4,0,1,bts
9,1644616500.0,11/02/2022 17:55,11,2,2022,17,55,robô 1,:england:,ligas américa,55,1,58,0,1,0,1,bts
10,1644616860.0,11/02/2022 18:01,11,2,2022,18,1,robô 1,:england:,ligas américa,1,0,4,0,7,1,1,bts
11,1644617820.0,11/02/2022 18:17,11,2,2022,18,17,robô 1,:england:,ligas américa,16,0,19,1,22,0,1,bts
12,1644620100.0,11/02/2022 18:55,11,2,2022,18,55,robô 1,:england:,ligas américa,55,1,58,0,1,0,1,bts
13,1644620640.0,11/02/2022 19:04,11,2,2022,19,4,robô 1,:england:,ligas américa,4,0,7,0,10,0,0,bts
14,1644621780.0,11/02/2022 19:23,11,2,2022,19,23,robô 1,:england:,ligas américa,22,0,25,1,28,0,1,bts
15,1644666360.0,12/02/2022 07:46,12,2,2022,7,46,robô 1,:england:,ligas américa,46,0,49,0,52,1,1,bts
16,1644668760.0,12/02/2022 08:26,12,2,2022,8,26,robô 1,:england:,ligas américa,25,0,28,0,31,1,1,bts
17,1644671580.0,12/02/2022 09:13,12,2,2022,9,13,robô 1,:england:,ligas américa,13,1,16,0,19,0,1,over
18,1644671940.0,12/02/2022 09:19,12,2,2022,9,19,robô 1,:england:,ligas américa,19,0,22,1,25,0,1,bts
19,1644672840.0,12/02/2022 09:34,12,2,2022,9,34,robô 1,:england:,ligas américa,34,0,37,1,40,0,1,bts
20,1644674820.0,12/02/2022 10:07,12,2,2022,10,7,robô 1,:england:,ligas américa,7,0,10,1,13,0,1,over
21,1644675420.0,12/02/2022 10:17,12,2,2022,10,17,robô 1,:england:,ligas américa,16,1,19,0,22,0,1,bts
22,1644678360.0,12/02/2022 11:06,12,2,2022,11,6,robô 1,:england:,ligas américa,5,1,7,0,9,0,1,over
23,1644679200.0,12/02/2022 11:20,12,2,2022,11,20,robô 1,:england:,ligas américa,19,0,21,1,23,0,1,bts
24,1644680640.0,12/02/2022 11:44,12,2,2022,11,44,robô 1,:england:,ligas américa,43,0,45,0,47,1,1,bts
25,1644681840.0,12/02/2022 12:04,12,2,2022,12,4,robô 1,:england:,ligas américa,4,1,7,0,10,0,1,bts
26,1644682380.0,12/02/2022 12:13,12,2,2022,12,13,robô 1,:england:,ligas américa,13,0,16,1,19,0,1,over
27,1644682740.0,12/02/2022 12:19,12,2,2022,12,19,robô 1,:england:,ligas américa,19,1,22,0,25,0,1,bts
28,1644683280.0,12/02/2022 12:28,12,2,2022,12,28,robô 1,:england:,ligas américa,28,0,31,1,34,0,1,bts
29,1644683820.0,12/02/2022 12:37,12,2,2022,12,37,robô 1,:england:,ligas américa,37,1,40,0,43,0,1,over
30,1644684180.0,12/02/2022 12:43,12,2,2022,12,43,robô 1,:england:,ligas américa,43,1,46,0,49,0,1,bts
31,1644685260.0,12/02/2022 13:01,12,2,2022,13,1,robô 1,:england:,ligas américa,1,1,4,0,7,0,1,bts
32,1644687420.0,12/02/2022 13:37,12,2,2022,13,37,robô 1,:england:,ligas américa,37,1,40,0,43,0,1,bts
33,1644695160.0,12/02/2022 15:46,12,2,2022,15,46,robô 1,:england:,ligas américa,46,0,49,1,52,0,1,bts
34,1644696300.0,12/02/2022 16:05,12,2,2022,16,5,robô 1,:england:,ligas américa,4,1,7,0,10,0,1,over
35,1644697020.0,12/02/2022 16:17,12,2,2022,16,17,robô 1,:england:,ligas américa,16,0,19,1,22,0,1,bts
36,1644703080.0,12/02/2022 17:58,12,2,2022,17,58,robô 1,:england:,ligas américa,58,0,1,0,4,1,1,bts
37,1644708480.0,12/02/2022 19:28,12,2,2022,19,28,robô 1,:england:,ligas américa,28,1,31,0,34,0,1,bts
38,1644711240.0,12/02/2022 20:14,12,2,2022,20,14,robô 1,:england:,ligas américa,13,0,16,0,19,0,0,over
39,1644756420.0,13/02/2022 08:47,13,2,2022,8,47,robô 1,:england:,ligas américa,46,1,49,0,52,0,1,bts
40,1644756720.0,13/02/2022 08:52,13,2,2022,8,52,robô 1,:england:,ligas américa,52,0,55,1,58,0,1,over
41,1644757980.0,13/02/2022 09:13,13,2,2022,9,13,robô 1,:england:,ligas américa,13,1,16,0,19,0,1,over
42,1644758160.0,13/02/2022 09:16,13,2,2022,9,16,robô 1,:england:,ligas américa,16,1,19,0,22,0,1,bts
43,1644759600.0,13/02/2022 09:40,13,2,2022,9,40,robô 1,:england:,ligas américa,40,1,43,0,46,0,1,over
44,1644760140.0,13/02/2022 09:49,13,2,2022,9,49,robô 1,:england:,ligas américa,49,0,52,1,55,0,1,bts
45,1644760860.0,13/02/2022 10:01,13,2,2022,10,1,robô 1,:england:,ligas américa,1,0,4,0,7,1,1,over
46,1644761640.0,13/02/2022 10:14,13,2,2022,10,14,robô 1,:england:,ligas américa,13,0,16,0,19,0,0,bts
47,1644769920.0,13/02/2022 12:32,13,2,2022,12,32,robô 1,:england:,ligas américa,31,0,34,1,37,0,1,bts
48,1644771120.0,13/02/2022 12:52,13,2,2022,12,52,robô 1,:england:,ligas américa,52,1,55,0,58,0,1,over
49,1644772380.0,13/02/2022 13:13,13,2,2022,13,13,robô 1,:england:,ligas américa,13,1,16,0,19,0,1,bts
50,1644774540.0,13/02/2022 13:49,13,2,2022,13,49,robô 1,:england:,ligas américa,49,0,52,1,55,0,1,over
51,1644775260.0,13/02/2022 14:01,13,2,2022,14,1,robô 1,:england:,ligas américa,1,1,4,0,7,0,1,bts
52,1644776160.0,13/02/2022 14:16,13,2,2022,14,16,robô 1,:england:,ligas américa,16,0,19,1,22,0,1,bts
53,1644776880.0,13/02/2022 14:28,13,2,2022,14,28,robô 1,:england:,ligas américa,28,1,31,0,34,0,1,bts
54,1644778500.0,13/02/2022 14:55,13,2,2022,14,55,robô 1,:england:,ligas américa,55,1,58,0,1,0,1,bts
55,1644780180.0,13/02/2022 15:23,13,2,2022,15,23,robô 1,:england:,ligas américa,22,1,25,0,28,0,1,bts
56,1644781020.0,13/02/2022 15:37,13,2,2022,15,37,robô 1,:england:,ligas américa,37,1,40,0,43,0,1,bts
57,1644781200.0,13/02/2022 15:40,13,2,2022,15,40,robô 1,:england:,ligas américa,40,1,43,0,46,0,1,over
58,1644781740.0,13/02/2022 15:49,13,2,2022,15,49,robô 1,:england:,ligas américa,49,1,52,0,55,0,1,bts
59,1644782100.0,13/02/2022 15:55,13,2,2022,15,55,robô 1,:england:,ligas américa,55,0,58,1,1,0,1,over
60,1644782460.0,13/02/2022 16:01,13,2,2022,16,1,robô 1,:england:,ligas américa,1,0,4,1,7,0,1,bts
61,1644784320.0,13/02/2022 16:32,13,2,2022,16,32,robô 1,:england:,ligas américa,31,1,34,0,37,0,1,bts
62,1644786420.0,13/02/2022 17:07,13,2,2022,17,7,robô 1,:england:,ligas américa,7,1,10,0,13,0,1,bts
63,1644792600.0,13/02/2022 18:50,13,2,2022,18,50,robô 1,:england:,ligas américa,49,1,52,0,55,0,1,over
64,1644796920.0,13/02/2022 20:02,13,2,2022,20,2,robô 1,:england:,ligas américa,1,1,4,0,7,0,1,bts
65,1644797400.0,13/02/2022 20:10,13,2,2022,20,10,robô 1,:england:,ligas américa,10,0,13,1,16,0,1,bts
66,1644837900.0,14/02/2022 07:25,14,2,2022,7,25,robô 1,:england:,ligas américa,25,1,28,0,31,0,1,bts
67,1644839520.0,14/02/2022 07:52,14,2,2022,7,52,robô 1,:england:,ligas américa,52,0,55,1,58,0,1,bts
68,1644844080.0,14/02/2022 09:08,14,2,2022,9,8,robô 1,:england:,ligas américa,7,1,10,0,13,0,1,bts
69,1644845640.0,14/02/2022 09:34,14,2,2022,9,34,robô 1,:england:,ligas américa,34,1,37,0,40,0,1,over
70,1644846360.0,14/02/2022 09:46,14,2,2022,9,46,robô 1,:england:,ligas américa,46,1,49,0,52,0,1,bts
71,1644847080.0,14/02/2022 09:58,14,2,2022,9,58,robô 1,:england:,ligas américa,58,1,1,0,4,0,1,over
72,1644848040.0,14/02/2022 10:14,14,2,2022,10,14,robô 1,:england:,ligas américa,13,1,16,0,19,0,1,bts
73,1644848700.0,14/02/2022 10:25,14,2,2022,10,25,robô 1,:england:,ligas américa,25,1,28,0,31,0,1,bts
74,1644855900.0,14/02/2022 12:25,14,2,2022,12,25,robô 1,:england:,ligas américa,25,1,28,0,31,0,1,bts
75,1644858060.0,14/02/2022 13:01,14,2,2022,13,1,robô 1,:england:,ligas américa,1,1,4,0,7,0,1,bts
76,1644858480.0,14/02/2022 13:08,14,2,2022,13,8,robô 1,:england:,ligas américa,7,1,10,0,13,0,1,bts
77,1644860400.0,14/02/2022 13:40,14,2,2022,13,40,robô 1,:england:,ligas américa,40,0,43,0,46,0,0,bts
78,1644862740.0,14/02/2022 14:19,14,2,2022,14,19,robô 1,:england:,ligas américa,19,0,22,0,25,1,1,bts
79,1644868140.0,14/02/2022 15:49,14,2,2022,15,49,robô 1,:england:,ligas américa,49,0,52,1,55,0,1,bts
80,1644870480.0,14/02/2022 16:28,14,2,2022,16,28,robô 1,:england:,ligas américa,28,1,31,0,34,0,1,bts
81,1644872820.0,14/02/2022 17:07,14,2,2022,17,7,robô 1,:england:,ligas américa,7,0,10,0,13,1,1,bts
82,1644874320.0,14/02/2022 17:32,14,2,2022,17,32,robô 1,:england:,ligas américa,31,0,34,0,37,0,0,over
83,1644876120.0,14/02/2022 18:02,14,2,2022,18,2,robô 1,:england:,ligas américa,1,0,4,1,7,0,1,bts
84,1644887640.0,14/02/2022 21:14,14,2,2022,21,14,robô 1,:england:,ligas américa,13,1,16,0,19,0,1,bts
85,1644888300.0,14/02/2022 21:25,14,2,2022,21,25,robô 1,:england:,ligas américa,25,1,28,0,31,0,1,bts
86,1644889020.0,14/02/2022 21:37,14,2,2022,21,37,robô 1,:england:,ligas américa,37,1,40,0,43,0,1,bts
87,1644889560.0,14/02/2022 21:46,14,2,2022,21,46,robô 1,:england:,ligas américa,46,0,49,1,52,0,1,bts
88,1644890160.0,14/02/2022 21:56,14,2,2022,21,56,robô 1,:england:,ligas américa,55,0,58,1,1,0,1,bts
89,1644890640.0,14/02/2022 22:04,14,2,2022,22,4,robô 1,:england:,ligas américa,4,1,7,0,10,0,1,bts
90,1644891360.0,14/02/2022 22:16,14,2,2022,22,16,robô 1,:england:,ligas américa,16,1,19,0,22,0,1,bts
91,1644892080.0,14/02/2022 22:28,14,2,2022,22,28,robô 1,:england:,ligas américa,28,1,31,0,34,0,1,bts
92,1644893220.0,14/02/2022 22:47,14,2,2022,22,47,robô 1,:england:,ligas américa,46,1,49,0,52,0,1,bts
93,1644926100.0,15/02/2022 07:55,15,2,2022,7,55,robô 1,:england:,ligas américa,55,1,58,0,1,0,1,bts
94,1644926460.0,15/02/2022 08:01,15,2,2022,8,1,robô 1,:england:,ligas américa,1,1,4,0,7,0,1,bts
95,1644932760.0,15/02/2022 09:46,15,2,2022,9,46,robô 1,:england:,ligas américa,46,1,49,0,52,0,1,bts
96,1644934560.0,15/02/2022 10:16,15,2,2022,10,16,robô 1,:england:,ligas américa,16,0,19,1,22,0,1,bts
97,1644941940.0,15/02/2022 12:19,15,2,2022,12,19,robô 1,:england:,ligas américa,19,0,22,1,25,0,1,over
98,1644943920.0,15/02/2022 12:52,15,2,2022,12,52,robô 1,:england:,ligas américa,52,0,55,1,58,0,1,bts
99,1644946140.0,15/02/2022 13:29,15,2,2022,13,29,robô 1,:england:,ligas américa,28,0,31,0,34,1,1,bts
100,1644948960.0,15/02/2022 14:16,15,2,2022,14,16,robô 1,:england:,ligas américa,16,0,19,1,22,0,1,bts
101,1644950640.0,15/02/2022 14:44,15,2,2022,14,44,robô 1,:england:,ligas américa,43,1,46,0,49,0,1,bts
102,1644952560.0,15/02/2022 15:16,15,2,2022,15,16,robô 1,:england:,ligas américa,16,0,19,1,22,0,1,bts
103,1644956160.0,15/02/2022 16:16,15,2,2022,16,16,robô 1,:england:,ligas américa,16,1,19,0,22,0,1,bts
104,1644958740.0,15/02/2022 16:59,15,2,2022,16,59,robô 1,:england:,ligas américa,58,1,1,0,4,0,1,over
105,1644960000.0,15/02/2022 17:20,15,2,2022,17,20,robô 1,:england:,ligas américa,19,0,22,1,25,0,1,bts
106,1644961620.0,15/02/2022 17:47,15,2,2022,17,47,robô 1,:england:,ligas américa,46,1,49,0,52,0,1,over
107,1644963540.0,15/02/2022 18:19,15,2,2022,18,19,robô 1,:england:,ligas américa,19,0,22,1,25,0,1,bts
108,1644968220.0,15/02/2022 19:37,15,2,2022,19,37,robô 1,:england:,ligas américa,37,1,40,0,43,0,1,bts
109,1645010580.0,16/02/2022 07:23,16,2,2022,7,23,robô 1,:england:,ligas américa,22,0,25,1,28,0,1,bts
110,1645011120.0,16/02/2022 07:32,16,2,2022,7,32,robô 1,:england:,ligas américa,31,1,34,0,37,0,1,bts
111,1645018980.0,16/02/2022 09:43,16,2,2022,9,43,robô 1,:england:,ligas américa,43,1,46,0,49,0,1,over
112,1645021380.0,16/02/2022 10:23,16,2,2022,10,23,robô 1,:england:,ligas américa,22,0,25,0,28,1,1,bts
113,1645028160.0,16/02/2022 12:16,16,2,2022,12,16,robô 1,:england:,ligas américa,16,1,19,0,22,0,1,bts
114,1645031280.0,16/02/2022 13:08,16,2,2022,13,8,robô 1,:england:,ligas américa,7,0,10,1,13,0,1,bts
115,1645035540.0,16/02/2022 14:19,16,2,2022,14,19,robô 1,:england:,ligas américa,19,1,22,0,25,0,1,bts
116,1645038480.0,16/02/2022 15:08,16,2,2022,15,8,robô 1,:england:,ligas américa,7,0,10,1,13,0,1,over
117,1645042200.0,16/02/2022 16:10,16,2,2022,16,10,robô 1,:england:,ligas américa,10,1,13,0,16,0,1,bts
118,1645044180.0,16/02/2022 16:43,16,2,2022,16,43,robô 1,:england:,ligas américa,43,1,46,0,49,0,1,bts
119,1645045320.0,16/02/2022 17:02,16,2,2022,17,2,robô 1,:england:,ligas américa,1,0,4,0,7,1,1,over
120,1645049220.0,16/02/2022 18:07,16,2,2022,18,7,robô 1,:england:,ligas américa,7,1,10,0,13,0,1,bts
121,1645050000.0,16/02/2022 18:20,16,2,2022,18,20,robô 1,:england:,ligas américa,19,0,22,1,25,0,1,over
122,1645050840.0,16/02/2022 18:34,16,2,2022,18,34,robô 1,:england:,ligas américa,34,1,37,0,40,0,1,bts
123,1645052820.0,16/02/2022 19:07,16,2,2022,19,7,robô 1,:england:,ligas américa,7,1,10,0,13,0,1,bts
124,1645056960.0,16/02/2022 20:16,16,2,2022,20,16,robô 1,:england:,ligas américa,16,1,19,0,22,0,1,bts
125,1645057320.0,16/02/2022 20:22,16,2,2022,20,22,robô 1,:england:,ligas américa,22,0,25,1,28,0,1,bts
126,1645058760.0,16/02/2022 20:46,16,2,2022,20,46,robô 1,:england:,ligas américa,46,1,49,0,52,0,1,bts
127,1645059120.0,16/02/2022 20:52,16,2,2022,20,52,robô 1,:england:,ligas américa,52,1,55,0,58,0,1,bts
128,1645096980.0,17/02/2022 07:23,17,2,2022,7,23,robô 1,:england:,ligas américa,22,1,25,0,28,0,1,bts
129,1645103040.0,17/02/2022 09:04,17,2,2022,9,4,robô 1,:england:,ligas américa,4,0,7,1,10,0,1,bts
130,1645104840.0,17/02/2022 09:34,17,2,2022,9,34,robô 1,:england:,ligas américa,34,0,37,1,40,0,1,bts
131,1645122300.0,17/02/2022 14:25,17,2,2022,14,25,robô 1,:england:,ligas américa,25,1,28,0,31,0,1,bts
132,1645124280.0,17/02/2022 14:58,17,2,2022,14,58,robô 1,:england:,ligas américa,58,0,1,1,4,0,1,bts
133,1645131660.0,17/02/2022 17:01,17,2,2022,17,1,robô 1,:england:,ligas américa,1,1,4,0,7,0,1,bts
134,1645134180.0,17/02/2022 17:43,17,2,2022,17,43,robô 1,:england:,ligas américa,43,1,46,0,49,0,1,bts
135,1645192500.0,18/02/2022 09:55,18,2,2022,9,55,robô 1,:england:,ligas américa,55,1,58,0,1,0,1,bts
136,1645202580.0,18/02/2022 12:43,18,2,2022,12,43,robô 1,:england:,ligas américa,43,1,46,0,49,0,1,bts
137,1645204380.0,18/02/2022 13:13,18,2,2022,13,13,robô 1,:england:,ligas américa,13,1,16,0,19,0,1,bts
138,1645204920.0,18/02/2022 13:22,18,2,2022,13,22,robô 1,:england:,ligas américa,22,0,25,1,28,0,1,bts
139,1645206720.0,18/02/2022 13:52,18,2,2022,13,52,robô 1,:england:,ligas américa,52,1,55,0,58,0,1,bts
140,1645209240.0,18/02/2022 14:34,18,2,2022,14,34,robô 1,:england:,ligas américa,34,1,37,0,40,0,1,bts
141,1645210500.0,18/02/2022 14:55,18,2,2022,14,55,robô 1,:england:,ligas américa,55,1,58,0,1,0,1,bts
142,1645213920.0,18/02/2022 15:52,18,2,2022,15,52,robô 1,:england:,ligas américa,52,1,55,0,58,0,1,over
143,1645214280.0,18/02/2022 15:58,18,2,2022,15,58,robô 1,:england:,ligas américa,58,1,1,0,4,0,1,bts
144,1645215900.0,18/02/2022 16:25,18,2,2022,16,25,robô 1,:england:,ligas américa,25,1,28,0,31,0,1,bts
145,1645216680.0,18/02/2022 16:38,18,2,2022,16,38,robô 1,:england:,ligas américa,37,1,40,0,43,0,1,bts
146,1645217760.0,18/02/2022 16:56,18,2,2022,16,56,robô 1,:england:,ligas américa,55,0,58,1,1,0,1,over
147,1645218600.0,18/02/2022 17:10,18,2,2022,17,10,robô 1,:england:,ligas américa,10,0,13,0,16,0,0,bts
148,1645219740.0,18/02/2022 17:29,18,2,2022,17,29,robô 1,:england:,ligas américa,28,1,31,0,34,0,1,bts
149,1645224060.0,18/02/2022 18:41,18,2,2022,18,41,robô 1,:england:,ligas américa,40,0,43,1,46,0,1,bts
150,1645229460.0,18/02/2022 20:11,18,2,2022,20,11,robô 1,:england:,ligas américa,10,0,13,1,16,0,1,over
151,1645230660.0,18/02/2022 20:31,18,2,2022,20,31,robô 1,:england:,ligas américa,31,1,34,0,37,0,1,over
152,1645232280.0,18/02/2022 20:58,18,2,2022,20,58,robô 1,:england:,ligas américa,58,1,1,0,4,0,1,over
153,1645233900.0,18/02/2022 21:25,18,2,2022,21,25,robô 1,:england:,ligas américa,25,1,28,0,31,0,1,bts
154,1645236060.0,18/02/2022 22:01,18,2,2022,22,1,robô 1,:england:,ligas américa,1,1,4,0,7,0,1,bts
155,1645237500.0,18/02/2022 22:25,18,2,2022,22,25,robô 1,:england:,ligas américa,25,1,28,0,31,0,1,over
156,1645238220.0,18/02/2022 22:37,18,2,2022,22,37,robô 1,:england:,ligas américa,37,1,40,0,43,0,1,over
157,1645238940.0,18/02/2022 22:49,18,2,2022,22,49,robô 1,:england:,ligas américa,49,0,52,0,55,0,0,over
158,1645272780.0,19/02/2022 08:13,19,2,2022,8,13,robô 1,:england:,ligas américa,13,1,16,0,19,0,1,bts
159,1645275120.0,19/02/2022 08:52,19,2,2022,8,52,robô 1,:england:,ligas américa,52,0,55,0,58,1,1,bts
160,1645276920.0,19/02/2022 09:22,19,2,2022,9,22,robô 1,:england:,ligas américa,22,0,25,1,28,0,1,over
161,1645277640.0,19/02/2022 09:34,19,2,2022,9,34,robô 1,:england:,ligas américa,34,1,37,0,40,0,1,over
162,1645278960.0,19/02/2022 09:56,19,2,2022,9,56,robô 1,:england:,ligas américa,55,1,58,0,1,0,1,over
163,1645287720.0,19/02/2022 12:22,19,2,2022,12,22,robô 1,:england:,ligas américa,22,1,25,0,28,0,1,bts
164,1645288800.0,19/02/2022 12:40,19,2,2022,12,40,robô 1,:england:,ligas américa,40,0,43,1,46,0,1,bts
165,1645289340.0,19/02/2022 12:49,19,2,2022,12,49,robô 1,:england:,ligas américa,49,0,52,1,55,0,1,bts
166,1645291320.0,19/02/2022 13:22,19,2,2022,13,22,robô 1,:england:,ligas américa,22,0,25,0,28,0,0,bts
167,1645292580.0,19/02/2022 13:43,19,2,2022,13,43,robô 1,:england:,ligas américa,43,1,46,0,49,0,1,bts
168,1645293720.0,19/02/2022 14:02,19,2,2022,14,2,robô 1,:england:,ligas américa,1,1,4,0,7,0,1,bts
169,1645294380.0,19/02/2022 14:13,19,2,2022,14,13,robô 1,:england:,ligas américa,13,1,16,0,19,0,1,bts
170,1645294800.0,19/02/2022 14:20,19,2,2022,14,20,robô 1,:england:,ligas américa,19,0,22,1,25,0,1,bts
171,1645296720.0,19/02/2022 14:52,19,2,2022,14,52,robô 1,:england:,ligas américa,52,0,55,0,58,1,1,bts
172,1645299300.0,19/02/2022 15:35,19,2,2022,15,35,robô 1,:england:,ligas américa,34,0,37,0,40,0,0,bts
173,1645301760.0,19/02/2022 16:16,19,2,2022,16,16,robô 1,:england:,ligas américa,16,0,19,1,22,0,1,bts
174,1645303920.0,19/02/2022 16:52,19,2,2022,16,52,robô 1,:england:,ligas américa,52,1,55,0,58,0,1,bts
175,1645306620.0,19/02/2022 17:37,19,2,2022,17,37,robô 1,:england:,ligas américa,37,1,40,0,43,0,1,bts
176,1645314000.0,19/02/2022 19:40,19,2,2022,19,40,robô 1,:england:,ligas américa,40,1,43,0,46,0,1,bts
177,1645315080.0,19/02/2022 19:58,19,2,2022,19,58,robô 1,:england:,ligas américa,58,0,1,1,4,0,1,over
178,1645315860.0,19/02/2022 20:11,19,2,2022,20,11,robô 1,:england:,ligas américa,10,1,13,0,16,0,1,bts
179,1645316700.0,19/02/2022 20:25,19,2,2022,20,25,robô 1,:england:,ligas américa,25,1,28,0,31,0,1,over
180,1645317120.0,19/02/2022 20:32,19,2,2022,20,32,robô 1,:england:,ligas américa,31,0,34,0,37,1,1,over
181,1645318500.0,19/02/2022 20:55,19,2,2022,20,55,robô 1,:england:,ligas américa,55,0,58,1,1,0,1,bts
182,1645319220.0,19/02/2022 21:07,19,2,2022,21,7,robô 1,:england:,ligas américa,7,0,10,0,13,0,0,bts
183,1645324440.0,19/02/2022 22:34,19,2,2022,22,34,robô 1,:england:,ligas américa,34,1,37,0,40,0,1,bts
184,1645356360.0,20/02/2022 07:26,20,2,2022,7,26,robô 1,:england:,ligas américa,25,0,28,1,31,0,1,bts
185,1645358820.0,20/02/2022 08:07,20,2,2022,8,7,robô 1,:england:,ligas américa,7,0,10,1,13,0,1,bts
186,1645362060.0,20/02/2022 09:01,20,2,2022,9,1,robô 1,:england:,ligas américa,1,1,4,0,7,0,1,bts
187,1645362420.0,20/02/2022 09:07,20,2,2022,9,7,robô 1,:england:,ligas américa,7,1,10,0,13,0,1,bts
188,1645367340.0,20/02/2022 10:29,20,2,2022,10,29,robô 1,:england:,ligas américa,28,0,31,0,34,1,1,bts
189,1645375560.0,20/02/2022 12:46,20,2,2022,12,46,robô 1,:england:,ligas américa,46,0,49,1,52,0,1,over
190,1645376100.0,20/02/2022 12:55,20,2,2022,12,55,robô 1,:england:,ligas américa,55,1,58,0,1,0,1,bts
191,1645381500.0,20/02/2022 14:25,20,2,2022,14,25,robô 1,:england:,ligas américa,25,0,28,1,31,0,1,bts
192,1645383300.0,20/02/2022 14:55,20,2,2022,14,55,robô 1,:england:,ligas américa,55,1,58,0,1,0,1,bts
193,1645384020.0,20/02/2022 15:07,20,2,2022,15,7,robô 1,:england:,ligas américa,7,0,10,1,13,0,1,bts
194,1645389420.0,20/02/2022 16:37,20,2,2022,16,37,robô 1,:england:,ligas américa,37,0,40,0,43,1,1,bts
195,1645393080.0,20/02/2022 17:38,20,2,2022,17,38,robô 1,:england:,ligas américa,37,1,40,0,43,0,1,bts
196,1645395600.0,20/02/2022 18:20,20,2,2022,18,20,robô 1,:england:,ligas américa,19,0,22,1,25,0,1,over
197,1645404000.0,20/02/2022 20:40,20,2,2022,20,40,robô 1,:england:,ligas américa,40,1,43,0,46,0,1,bts
198,1645404180.0,20/02/2022 20:43,20,2,2022,20,43,robô 1,:england:,ligas américa,43,1,46,0,49,0,1,over
199,1645405080.0,20/02/2022 20:58,20,2,2022,20,58,robô 1,:england:,ligas américa,58,0,1,0,4,1,1,bts
200,1645405980.0,20/02/2022 21:13,20,2,2022,21,13,robô 1,:england:,ligas américa,13,1,16,0,19,0,1,over
201,1645406340.0,20/02/2022 21:19,20,2,2022,21,19,robô 1,:england:,ligas américa,19,1,22,0,25,0,1,bts
202,1645406880.0,20/02/2022 21:28,20,2,2022,21,28,robô 1,:england:,ligas américa,28,1,31,0,34,0,1,bts
203,1645408500.0,20/02/2022 21:55,20,2,2022,21,55,robô 1,:england:,ligas américa,55,0,58,0,1,0,0,bts
204,1645412460.0,20/02/2022 23:01,20,2,2022,23,1,robô 1,:england:,ligas américa,1,1,4,0,7,0,1,bts
205,1645444320.0,21/02/2022 07:52,21,2,2022,7,52,robô 1,:england:,ligas américa,52,0,55,1,58,0,1,bts
206,1645450440.0,21/02/2022 09:34,21,2,2022,9,34,robô 1,:england:,ligas américa,34,1,37,0,40,0,1,bts
207,1645450860.0,21/02/2022 09:41,21,2,2022,9,41,robô 1,:england:,ligas américa,40,1,43,0,46,0,1,bts
208,1645451160.0,21/02/2022 09:46,21,2,2022,9,46,robô 1,:england:,ligas américa,46,1,49,0,52,0,1,bts
209,1645452060.0,21/02/2022 10:01,21,2,2022,10,1,robô 1,:england:,ligas américa,1,1,4,0,7,0,1,over
210,1645453140.0,21/02/2022 10:19,21,2,2022,10,19,robô 1,:england:,ligas américa,19,1,22,0,25,0,1,bts
211,1645460700.0,21/02/2022 12:25,21,2,2022,12,25,robô 1,:england:,ligas américa,25,0,28,1,31,0,1,over
212,1645462320.0,21/02/2022 12:52,21,2,2022,12,52,robô 1,:england:,ligas américa,52,0,55,1,58,0,1,bts
213,1645463040.0,21/02/2022 13:04,21,2,2022,13,4,robô 1,:england:,ligas américa,4,0,7,1,10,0,1,over
214,1645465200.0,21/02/2022 13:40,21,2,2022,13,40,robô 1,:england:,ligas américa,40,0,43,1,46,0,1,bts
215,1645465740.0,21/02/2022 13:49,21,2,2022,13,49,robô 1,:england:,ligas américa,49,1,52,0,55,0,1,bts
216,1645467000.0,21/02/2022 14:10,21,2,2022,14,10,robô 1,:england:,ligas américa,10,1,13,0,16,0,1,over
217,1645467540.0,21/02/2022 14:19,21,2,2022,14,19,robô 1,:england:,ligas américa,19,1,22,0,25,0,1,bts
218,1645469160.0,21/02/2022 14:46,21,2,2022,14,46,robô 1,:england:,ligas américa,46,0,49,1,52,0,1,over
219,1645470420.0,21/02/2022 15:07,21,2,2022,15,7,robô 1,:england:,ligas américa,7,0,10,1,13,0,1,over
220,1645471500.0,21/02/2022 15:25,21,2,2022,15,25,robô 1,:england:,ligas américa,25,0,28,1,31,0,1,over
